Ticker,Date,Open,High,Low,Close,Adjusted_close,Volume
AAPL,18/04/2022,163.92,166.6,163.57,165.07,163.4132,69023900
AAPL,19/04/2022,165.02,167.82,163.91,167.4,165.7198,67723800
AAPL,20/04/2022,168.76,168.88,166.1,167.23,165.5515,67929800
AAPL,21/04/2022,168.91,171.53,165.91,166.42,164.7496,87227800
AAPL,22/04/2022,166.46,167.87,161.5,161.79,160.1661,84882400
AAPL,25/04/2022,161.12,163.17,158.46,162.88,161.2452,96046400
AAPL,26/04/2022,162.25,162.34,156.72,156.8,155.2262,95623200
AAPL,27/04/2022,155.91,159.79,155.38,156.57,154.9985,88063200
AAPL,28/04/2022,159.25,164.52,158.93,163.64,161.9975,130216800
AAPL,29/04/2022,161.84,166.2,157.25,157.65,156.0677,131747600
AAPL,02/05/2022,156.71,158.23,153.27,157.96,156.3746,123055300
AAPL,03/05/2022,158.15,160.71,156.32,159.48,157.8793,88966500
AAPL,04/05/2022,159.67,166.48,159.26,166.02,164.3537,108256500
AAPL,05/05/2022,163.85,164.08,154.95,156.77,155.1965,130525300
AAPL,06/05/2022,156.01,159.44,154.18,157.28,155.9301,116124600
AAPL,09/05/2022,154.93,155.83,151.49,152.06,150.7549,131577900
AAPL,10/05/2022,155.52,156.74,152.93,154.51,153.1839,115366700
AAPL,11/05/2022,153.5,155.45,145.81,146.5,145.2427,142689800
AAPL,12/05/2022,142.77,146.2,138.8,142.56,141.3365,182602000
AAPL,13/05/2022,144.59,148.1,143.11,147.11,145.8474,113990900
AAPL,16/05/2022,145.55,147.52,144.18,145.54,144.2909,86643800
AAPL,17/05/2022,148.86,149.77,146.68,149.24,147.9592,78336300
AAPL,18/05/2022,146.85,147.36,139.9,140.82,139.6114,109742900
AAPL,19/05/2022,139.88,141.66,136.6,137.35,136.1712,136095600
AAPL,20/05/2022,139.09,140.7,132.61,137.59,136.4091,137426100
AAPL,23/05/2022,137.79,143.26,137.65,143.11,141.8818,117726300
AAPL,24/05/2022,140.81,141.97,137.33,140.36,139.1554,104132700
AAPL,25/05/2022,138.43,141.79,138.34,140.52,139.314,92482700
AAPL,26/05/2022,137.39,144.34,137.14,143.78,142.546,90601500
AAPL,27/05/2022,145.39,149.68,145.26,149.64,148.3557,90978500
AAPL,31/05/2022,149.07,150.66,146.84,148.84,147.5626,103718400
AAPL,01/06/2022,149.9,151.74,147.68,148.71,147.4337,74286600
AAPL,02/06/2022,147.83,151.27,146.86,151.21,149.9122,72348100
AAPL,03/06/2022,146.9,147.97,144.46,145.38,144.1323,88570300
AAPL,06/06/2022,147.03,148.57,144.9,146.14,144.8858,71598400
AAPL,07/06/2022,144.35,149,144.1,148.71,147.4337,67808200
AAPL,08/06/2022,148.58,149.87,147.46,147.96,146.6901,53950200
AAPL,09/06/2022,147.08,147.95,142.53,142.64,141.4158,69473000
AAPL,10/06/2022,140.28,140.76,137.06,137.13,135.9531,91437900
AAPL,13/06/2022,132.87,135.2,131.44,131.88,130.7481,122207100
AAPL,14/06/2022,133.13,133.89,131.48,132.76,131.6206,84784300
AAPL,15/06/2022,134.29,137.34,132.16,135.43,134.2677,91533000
AAPL,16/06/2022,132.08,132.39,129.04,130.06,128.9438,108123900
AAPL,17/06/2022,130.07,133.08,129.81,131.56,130.4309,134520300
AAPL,21/06/2022,133.42,137.06,133.32,135.87,134.7039,81000500
AAPL,22/06/2022,134.79,137.76,133.91,135.35,134.1884,73409200
AAPL,23/06/2022,136.82,138.59,135.63,138.27,137.0833,72433800
AAPL,24/06/2022,139.9,141.91,139.77,141.66,140.4442,89116800
AAPL,27/06/2022,142.7,143.49,140.97,141.66,140.4442,70207900
AAPL,28/06/2022,142.13,143.42,137.32,137.44,136.2604,67083400
AAPL,29/06/2022,137.46,140.67,136.67,139.23,138.0351,66242400
AAPL,30/06/2022,137.25,138.37,133.77,136.72,135.5466,98964500
AAPL,01/07/2022,136.04,139.04,135.66,138.93,137.7376,71051600
AAPL,05/07/2022,137.77,141.61,136.93,141.56,140.3451,73353800
AAPL,06/07/2022,141.35,144.12,141.08,142.92,141.6934,74064300
AAPL,07/07/2022,143.29,146.55,143.28,146.35,145.094,66253700
AAPL,08/07/2022,145.26,147.55,145,147.04,145.778,64547800
AAPL,11/07/2022,145.67,146.64,143.78,144.87,143.6267,63141600
AAPL,12/07/2022,145.76,148.45,145.05,145.86,144.6082,77588800
AAPL,13/07/2022,142.99,146.45,142.12,145.49,144.2413,71185600
AAPL,14/07/2022,144.08,148.95,143.25,148.47,147.1958,78140700
AAPL,15/07/2022,149.78,150.86,148.2,150.17,148.8812,76259900
AAPL,18/07/2022,150.74,151.57,146.7,147.07,145.8078,81420900
AAPL,19/07/2022,147.92,151.23,146.91,151,149.704,82982400
AAPL,20/07/2022,151.12,153.72,150.37,153.04,151.7265,64823400
AAPL,21/07/2022,154.5,155.57,151.94,155.35,154.0167,65086600
AAPL,22/07/2022,155.39,156.28,153.41,154.09,152.7675,66675400
AAPL,25/07/2022,154.01,155.04,152.28,152.95,151.6373,53623900
AAPL,26/07/2022,152.26,153.09,150.8,151.6,150.2989,55138700
AAPL,27/07/2022,152.58,157.33,152.16,156.79,155.4444,78620700
AAPL,28/07/2022,156.98,157.64,154.41,157.35,155.9995,81378700
AAPL,29/07/2022,161.24,163.63,159.5,162.51,161.1153,101786900
AAPL,01/08/2022,161.01,163.59,160.89,161.51,160.1238,67829400
AAPL,02/08/2022,160.1,162.41,159.63,160.01,158.6367,59907000
AAPL,03/08/2022,160.84,166.59,160.75,166.13,164.7042,82507500
AAPL,04/08/2022,166.01,167.19,164.43,165.81,164.3869,55474100
AAPL,05/08/2022,163.21,165.85,163,165.35,164.1586,56697000
AAPL,08/08/2022,166.37,167.81,164.2,164.87,163.6821,60276900
AAPL,09/08/2022,164.02,165.82,163.25,164.92,163.7317,63135500
AAPL,10/08/2022,167.68,169.34,166.9,169.24,168.0206,70170500
AAPL,11/08/2022,170.06,170.99,168.19,168.49,167.276,57149200
AAPL,12/08/2022,169.82,172.17,169.4,172.1,170.86,68039400
AAPL,15/08/2022,171.52,173.39,171.35,173.19,171.9421,54091700
AAPL,16/08/2022,172.78,173.71,171.66,173.03,171.7833,56377100
AAPL,17/08/2022,172.77,176.15,172.57,174.55,173.2923,79542000
AAPL,18/08/2022,173.75,174.9,173.12,174.15,172.8952,62290100
AAPL,19/08/2022,173.03,173.74,171.31,171.52,170.2841,70346300
AAPL,22/08/2022,169.69,169.86,167.14,167.57,166.3626,69026800
AAPL,23/08/2022,167.08,168.71,166.65,167.23,166.0251,54147100
AAPL,24/08/2022,167.32,168.11,166.25,167.53,166.3229,53841500
AAPL,25/08/2022,168.78,170.14,168.35,170.03,168.8049,51218200
AAPL,26/08/2022,170.57,171.05,163.56,163.62,162.4411,78961000
AAPL,29/08/2022,161.15,162.9,159.82,161.38,160.2172,73314000
AAPL,30/08/2022,162.13,162.56,157.72,158.91,157.765,77906200
AAPL,31/08/2022,160.31,160.58,157.14,157.22,156.0872,87991100
AAPL,01/09/2022,156.64,158.42,154.67,157.96,156.8218,74229900
AAPL,02/09/2022,159.75,160.36,154.97,155.81,154.6873,76957800
AAPL,06/09/2022,156.47,157.09,153.69,154.53,153.4166,73714800
AAPL,07/09/2022,154.82,156.67,153.61,155.96,154.8363,87449600
AAPL,08/09/2022,154.64,156.36,152.68,154.46,153.3471,84923800
AAPL,09/09/2022,155.47,157.82,154.75,157.37,156.2361,68028800
AAPL,12/09/2022,159.59,164.26,159.3,163.43,162.2524,104956000
AAPL,13/09/2022,159.9,160.54,153.37,153.84,152.7315,122656600
AAPL,14/09/2022,154.79,157.1,153.61,155.31,154.1909,87965400
AAPL,15/09/2022,154.65,155.24,151.38,152.37,151.2721,90481100
AAPL,16/09/2022,151.21,151.35,148.37,150.7,149.6142,162278800
AAPL,19/09/2022,149.31,154.56,149.1,154.48,153.3669,81474200
AAPL,20/09/2022,153.4,158.08,153.08,156.9,155.7695,107689800
AAPL,21/09/2022,157.34,158.74,153.6,153.72,152.6124,101696800
AAPL,22/09/2022,152.38,154.47,150.91,152.74,151.6395,86652500
AAPL,23/09/2022,151.19,151.47,148.56,150.43,149.3461,96029900
AAPL,26/09/2022,149.66,153.77,149.64,150.77,149.6837,93339400
AAPL,27/09/2022,152.74,154.72,149.95,151.76,150.6665,84442700
AAPL,28/09/2022,147.64,150.64,144.84,149.84,148.7604,146691400
AAPL,29/09/2022,146.1,146.72,140.68,142.48,141.4534,128138200
AAPL,30/09/2022,141.28,143.1,138,138.2,137.2042,124925300
AAPL,03/10/2022,138.21,143.07,137.69,142.45,141.4236,114311700
AAPL,04/10/2022,145.03,146.22,144.26,146.1,145.0473,87830100
AAPL,05/10/2022,144.07,147.38,143.01,146.4,145.3451,79471000
AAPL,06/10/2022,145.81,147.54,145.22,145.43,144.3821,68402200
AAPL,07/10/2022,142.54,143.1,139.45,140.09,139.0806,85925600
AAPL,10/10/2022,140.42,141.89,138.57,140.42,139.4082,74899000
AAPL,11/10/2022,139.9,141.35,138.22,138.98,137.9786,77033700
AAPL,12/10/2022,139.13,140.36,138.16,138.34,137.3432,70433700
AAPL,13/10/2022,134.99,143.59,134.37,142.99,141.9597,113224000
AAPL,14/10/2022,144.31,144.52,138.19,138.38,137.3829,88598000
AAPL,17/10/2022,141.07,142.9,140.27,142.41,141.3839,85250900
AAPL,18/10/2022,145.49,146.7,140.61,143.75,142.7142,99136600
AAPL,19/10/2022,141.69,144.95,141.5,143.86,142.8234,61758300
AAPL,20/10/2022,143.02,145.89,142.65,143.39,142.3568,64522000
AAPL,21/10/2022,142.87,147.85,142.65,147.27,146.2089,86548600
AAPL,24/10/2022,147.19,150.23,146,149.45,148.3732,75981900
AAPL,25/10/2022,150.09,152.49,149.36,152.34,151.2423,74732300
AAPL,26/10/2022,150.96,151.99,148.04,149.35,148.2739,88194300
AAPL,27/10/2022,148.07,149.05,144.13,144.8,143.7567,109180200
AAPL,28/10/2022,148.2,157.5,147.82,155.74,154.6178,164762400
AAPL,31/10/2022,153.16,154.24,151.92,153.34,152.2351,97943200
AAPL,01/11/2022,155.08,155.45,149.13,150.65,149.5645,80379300
AAPL,02/11/2022,148.95,152.17,145,145.03,143.985,93604600
AAPL,03/11/2022,142.06,142.8,138.75,138.88,137.8793,97918500
AAPL,04/11/2022,142.09,142.67,134.38,138.38,137.6108,140814800
AAPL,07/11/2022,137.11,139.15,135.67,138.92,138.1478,83374600
AAPL,08/11/2022,140.41,141.43,137.49,139.5,138.7246,89908500
AAPL,09/11/2022,138.5,138.55,134.59,134.87,134.1203,74917800
AAPL,10/11/2022,141.24,146.87,139.5,146.87,146.0536,118854000
AAPL,11/11/2022,145.82,150.01,144.37,149.7,148.8679,93979700
AAPL,14/11/2022,148.97,150.28,147.43,148.28,147.4558,73374100
AAPL,15/11/2022,152.22,153.59,148.56,150.04,149.206,89868300
AAPL,16/11/2022,149.13,149.87,147.29,148.79,147.963,64218300
AAPL,17/11/2022,146.43,151.48,146.15,150.72,149.8822,80389400
AAPL,18/11/2022,152.31,152.7,149.97,151.29,150.4491,74829600
AAPL,21/11/2022,150.16,150.37,147.72,148.01,147.1873,58724100
AAPL,22/11/2022,148.13,150.42,146.93,150.18,149.3452,51804100
AAPL,23/11/2022,149.45,151.83,149.34,151.07,150.2303,58301400
AAPL,25/11/2022,148.31,148.88,147.12,148.11,147.2867,35195900
AAPL,28/11/2022,145.14,146.64,143.38,144.22,143.4184,69246000
AAPL,29/11/2022,144.29,144.81,140.35,141.17,140.3853,83763800
AAPL,30/11/2022,141.4,148.72,140.55,148.03,147.2072,111380900
AAPL,01/12/2022,148.21,149.13,146.61,148.31,147.4856,71250400
AAPL,02/12/2022,145.96,148,145.65,147.81,146.9884,65447400
AAPL,05/12/2022,147.77,150.92,145.77,146.63,145.815,68826400
AAPL,06/12/2022,147.07,147.3,141.92,142.91,142.1156,64727200
AAPL,07/12/2022,142.19,143.37,140,140.94,140.1566,69721100
AAPL,08/12/2022,142.36,143.52,141.1,142.65,141.8571,62128300
AAPL,09/12/2022,142.34,145.57,140.9,142.16,141.3698,76097000
AAPL,12/12/2022,142.7,144.5,141.06,144.49,143.6869,70462700
AAPL,13/12/2022,149.5,149.97,144.24,145.47,144.6614,93886200
AAPL,14/12/2022,145.35,146.66,141.16,143.21,142.414,82291200
AAPL,15/12/2022,141.11,141.8,136.03,136.5,135.7413,98931900
AAPL,16/12/2022,136.69,137.65,133.73,134.51,133.7623,160156900
AAPL,19/12/2022,135.11,135.2,131.32,132.37,131.6342,79592600
AAPL,20/12/2022,131.39,133.25,129.89,132.3,131.5646,77432800
AAPL,21/12/2022,132.98,136.81,132.75,135.45,134.6971,85928000
AAPL,22/12/2022,134.35,134.56,130.3,132.23,131.495,77852100
AAPL,23/12/2022,130.92,132.42,129.64,131.86,131.1271,63814900
AAPL,27/12/2022,131.38,131.41,128.72,130.03,129.3072,69007800
AAPL,28/12/2022,129.67,131.03,125.87,126.04,125.3394,85438400
AAPL,29/12/2022,127.99,130.48,127.73,129.61,128.8896,75703700
AAPL,30/12/2022,128.41,129.95,127.43,129.93,129.2078,77034200
GOOGL,03/01/2022,2901.1,2917.02,2874.255,2899.83,144.9915,28678940
GOOGL,04/01/2022,2907.92,2929.698,2874.325,2887.99,144.3995,28399440
GOOGL,05/01/2022,2888.4,2889.988,2753.76,2755.5,137.775,54618279
GOOGL,06/01/2022,2739.97,2798.8,2731.17,2754.95,137.7475,37347419
GOOGL,07/01/2022,2762.91,2768.97,2715.33,2740.34,137.017,29760560
GOOGL,10/01/2022,2701.56,2776.39,2663.29,2773.39,138.6695,44408119
GOOGL,11/01/2022,2760.14,2804.32,2733.845,2794.72,139.736,28729700
GOOGL,12/01/2022,2823,2852.155,2813.89,2828.61,141.4305,26112040
GOOGL,13/01/2022,2830.8,2857,2768.18,2771.74,138.587,31436600
GOOGL,14/01/2022,2741.58,2814.84,2739.97,2789.61,139.4805,29661280
GOOGL,18/01/2022,2723.5,2742.63,2708.765,2719.96,135.998,34888100
GOOGL,19/01/2022,2730.47,2759.19,2700.31,2702.33,135.1165,28647640
GOOGL,20/01/2022,2725,2752.52,2659.293,2666.15,133.3075,29907140
GOOGL,21/01/2022,2651.87,2697.311,2601.73,2607.03,130.3515,55651419
GOOGL,24/01/2022,2519.56,2624.06,2490,2616.08,130.804,76694239
GOOGL,25/01/2022,2574.8,2587.98,2530.01,2538.7,126.935,46960559
GOOGL,26/01/2022,2622.38,2660,2542.84,2584.66,129.233,49129499
GOOGL,27/01/2022,2626.08,2653.045,2578.646,2580.1,129.005,32018780
GOOGL,28/01/2022,2593.18,2667.13,2569.7,2667.02,133.351,34361480
GOOGL,31/01/2022,2683.24,2709.46,2644.19,2706.07,135.3035,39985999
GOOGL,01/02/2022,2751.89,2755.855,2687.37,2752.88,137.644,68643639
GOOGL,02/02/2022,3025,3030.931,2910.45,2960,148,123199218
GOOGL,03/02/2022,2914.11,2993.5,2853.307,2861.8,143.09,71517219
GOOGL,04/02/2022,2868.893,2897.5,2810.3,2865.86,143.293,57998219
GOOGL,07/02/2022,2885,2885,2778,2784.02,139.201,54973299
GOOGL,08/02/2022,2780.53,2800,2740.277,2787.98,139.399,54283599
GOOGL,09/02/2022,2819.27,2850.485,2803.74,2831.84,141.592,40143879
GOOGL,10/02/2022,2794.07,2829.69,2759.14,2772.4,138.62,39330659
GOOGL,11/02/2022,2772,2783.125,2668,2685.65,134.2825,39958339
GOOGL,14/02/2022,2665.13,2726,2665.13,2710.52,135.526,34301080
GOOGL,15/02/2022,2751.41,2762.17,2716.43,2732.17,136.6085,26711260
GOOGL,16/02/2022,2732.93,2761.72,2698.475,2754.76,137.738,25021300
GOOGL,17/02/2022,2724.86,2742.27,2649.57,2650.78,132.539,38949499
GOOGL,18/02/2022,2669.34,2681.4,2603.93,2608.06,130.403,45619439
GOOGL,22/02/2022,2596.762,2643.605,2564.465,2596.27,129.8135,44990739
GOOGL,23/02/2022,2632.97,2641.02,2550.55,2551.76,127.588,32786020
GOOGL,24/02/2022,2499.065,2660,2499.065,2653.82,132.691,54455079
GOOGL,25/02/2022,2671.04,2705.43,2635.03,2689.19,134.4595,36405979
GOOGL,28/02/2022,2661,2715.03,2651.845,2701.14,135.057,38864419
GOOGL,01/03/2022,2697.57,2725.11,2664.37,2681.23,134.0615,26495360
GOOGL,02/03/2022,2692.56,2705.25,2661.431,2691.43,134.5715,23519800
GOOGL,03/03/2022,2720.2,2728.79,2660.51,2677.99,133.8995,24603240
GOOGL,04/03/2022,2658.55,2677.03,2606.75,2638.13,131.9065,30450640
GOOGL,07/03/2022,2629.76,2634.7,2525.9,2527.57,126.3785,45112939
GOOGL,08/03/2022,2525,2625,2513.494,2542.09,127.1045,40427099
GOOGL,09/03/2022,2625,2674.71,2598.01,2668.4,133.42,37025399
GOOGL,10/03/2022,2625.32,2665.435,2618.25,2648.59,132.4295,27101400
GOOGL,11/03/2022,2669.77,2675.91,2592.63,2597.41,129.8705,31526440
GOOGL,14/03/2022,2605,2608.18,2505.5,2519.02,125.951,38811259
GOOGL,15/03/2022,2539.52,2597.09,2514.41,2583.96,129.198,30919520
GOOGL,16/03/2022,2614.66,2666.66,2574.69,2665.61,133.2805,35576980
GOOGL,17/03/2022,2662.98,2681.608,2643.7,2676.78,133.839,28263920
GOOGL,18/03/2022,2668.49,2724.88,2645.165,2722.51,136.1255,44566899
GOOGL,21/03/2022,2723.27,2741,2681.845,2722.03,136.1015,26831680
GOOGL,22/03/2022,2722.03,2821,2722.03,2797.36,139.868,35495540
GOOGL,23/03/2022,2774.05,2791.77,2756.7,2765.51,138.2755,25153400
GOOGL,24/03/2022,2784,2832.375,2755.01,2831.44,141.572,26396560
GOOGL,25/03/2022,2838.32,2840.7,2794.75,2833.46,141.673,24143080
GOOGL,28/03/2022,2818.01,2840.05,2796.225,2829.11,141.4555,35049260
GOOGL,29/03/2022,2852.95,2875.87,2840.765,2850.11,142.5055,34317020
GOOGL,30/03/2022,2849.2,2854.406,2832,2838.77,141.9385,19884760
GOOGL,31/03/2022,2841.06,2842.155,2780.49,2781.35,139.0675,37524719
GOOGL,01/04/2022,2790,2809.415,2766.15,2803.01,140.1505,25941440
GOOGL,04/04/2022,2807.17,2874.24,2806.21,2859.43,142.9715,25970840
GOOGL,05/04/2022,2857.38,2859.81,2807.65,2811.82,140.591,21418120
GOOGL,06/04/2022,2775,2787.21,2710.34,2730.96,136.548,32468480
GOOGL,07/04/2022,2720.2,2743.29,2684.548,2717.77,135.8885,26233600
GOOGL,08/04/2022,2711.67,2713.4,2659.31,2665.75,133.2875,25142800
GOOGL,11/04/2022,2636.47,2641.85,2573.37,2576.47,128.8235,36883059
GOOGL,12/04/2022,2632,2632,2535.78,2554.29,127.7145,32710700
GOOGL,13/04/2022,2560,2606.68,2554.825,2597.88,129.894,27927240
GOOGL,14/04/2022,2609.59,2609.59,2532.02,2534.6,126.73,31597980
GOOGL,18/04/2022,2540,2564.25,2523.64,2553.53,127.6765,20808660
GOOGL,19/04/2022,2553.83,2606.66,2539.99,2600.18,130.009,26489760
GOOGL,20/04/2022,2617.84,2627.98,2550,2560.8,128.04,31695460
GOOGL,21/04/2022,2585,2601.97,2490.53,2496.29,124.8145,36445159
GOOGL,22/04/2022,2500,2508.04,2378.5,2392.71,119.6355,56883719
GOOGL,25/04/2022,2382.02,2465.55,2370.22,2461.48,123.074,46128259
GOOGL,26/04/2022,2445.89,2450.2,2370.22,2373,118.65,73054879
GOOGL,27/04/2022,2289.385,2344.84,2254.73,2285.89,114.2945,91820579
GOOGL,28/04/2022,2328.3,2392.99,2282.3,2370.45,118.5225,48884639
GOOGL,29/04/2022,2334.69,2358.395,2276.29,2282.19,114.1095,42675999
GOOGL,02/05/2022,2268.1,2334.91,2252,2331.66,116.583,35533020
GOOGL,03/05/2022,2328.61,2368.836,2320.69,2346.68,117.334,24967360
GOOGL,04/05/2022,2340.63,2457.09,2302.32,2445.22,122.261,49915279
GOOGL,05/05/2022,2404.08,2420.78,2300.115,2330.11,116.5055,45840579
GOOGL,06/05/2022,2303.69,2351.43,2280.31,2314.93,115.7465,39709579
GOOGL,09/05/2022,2265,2301.542,2240.01,2250.22,112.511,40802859
GOOGL,10/05/2022,2310.15,2325,2258.01,2287.9,114.395,39900379
GOOGL,11/05/2022,2264.73,2327.288,2264.73,2272.05,113.6025,37534739
GOOGL,12/05/2022,2227.55,2285.9,2196.49,2256.88,112.844,53836179
GOOGL,13/05/2022,2290.66,2357.5,2272.1,2321.01,116.0505,35038480
GOOGL,16/05/2022,2299.11,2323.4,2277.79,2288.9,114.445,25990440
GOOGL,17/05/2022,2336.81,2338,2297.395,2329.46,116.473,23053160
GOOGL,18/05/2022,2300,2308,2231.11,2237.99,111.8995,35125980
GOOGL,19/05/2022,2228.63,2260.2,2200,2207.68,110.384,34144400
GOOGL,20/05/2022,2239.02,2243.67,2115.927,2178.16,108.908,48962959
GOOGL,23/05/2022,2191.75,2242.95,2174.82,2229.76,111.488,37184939
GOOGL,24/05/2022,2115.44,2129.165,2037.694,2119.4,105.97,76779779
GOOGL,25/05/2022,2099.71,2130,2077.13,2116.1,105.805,40257339
GOOGL,26/05/2022,2113.54,2172.99,2104.497,2155.85,107.7925,37947219
GOOGL,27/05/2022,2189.66,2246.36,2182.765,2246.33,112.3165,37914119
GOOGL,31/05/2022,2254.93,2314.7,2241.57,2275.24,113.762,50012259
GOOGL,01/06/2022,2297.1,2342.031,2265,2277.84,113.892,36605519
GOOGL,02/06/2022,2280,2357.99,2258.93,2352.45,117.6225,37992279
GOOGL,03/06/2022,2321.25,2326.433,2270.37,2290.82,114.541,26135460
GOOGL,06/06/2022,2334.09,2386.94,2323.28,2336.41,116.8205,33541540
GOOGL,07/06/2022,2309.61,2353.82,2301.04,2342.99,117.1495,31590460
GOOGL,08/06/2022,2335.23,2371.41,2332,2343.88,117.194,26107740
GOOGL,09/06/2022,2326.55,2365.98,2295.52,2296.71,114.8355,25797960
GOOGL,10/06/2022,2248.9,2265.58,2207.323,2223.23,111.1615,41481839
GOOGL,13/06/2022,2135.73,2175.83,2122.384,2127.85,106.3925,47251919
GOOGL,14/06/2022,2130.7,2158.49,2116,2134.31,106.7155,33706260
GOOGL,15/06/2022,2170.9,2228.47,2153.39,2195.29,109.7645,39698179
GOOGL,16/06/2022,2144.42,2172.97,2102.76,2120.67,106.0335,51684959
